user_id,organization_id,user_name,role,is_registered,created_at,last_active_at
USR-00357,ORG-0031,Reese Young,member,True,2024-10-10,2026-01-04
USR-00358,ORG-0031, Gray White  ,member,True,2024-10-03,2025-12-17
USR-00359,ORG-0031,Gray Clark,member,True,2024-09-18,2026-02-10
USR-00360,ORG-0031,Riley Thomas,member,True,2024-09-02,2025-08-04
USR-00361,ORG-0031,Riley Park,member,True,2024-10-02,2026-02-20
USR-00362,ORG-0031,Taylor Costa,member,True,2024-09-12,2026-01-02
USR-00363,ORG-0031,Skyler Jensen,member,True,2024-09-19,2025-07-15
USR-00364,ORG-0031,Quinn Walker,member,True,2024-10-07,2025-10-11
USR-00365,ORG-0032,Morgan Lee,owner,True,2023-09-20,2024-04-17
USR-00366,ORG-0032,Kendall Silva,admin,True,2023-10-25,2024-06-01
USR-00367,ORG-0032,Sage Harris,admin,True,2023-10-26,2024-05-24
USR-00368,ORG-0032,Reese Silva,manager,True,2023-08-31,2024-05-25
USR-00369,ORG-0033,Gray Garcia,owner,True,2023-04-23,2026-02-16
USR-00370,ORG-0033,Cameron Jackson,admin,True,2023-05-15,2026-02-28
USR-00371,ORG-0033,Dakota Smith,admin,True,2023-05-27,2025-07-26
USR-00372,ORG-0033,Mackenzie Young,manager,True,2023-05-18,2025-10-09
USR-00373,ORG-0033,Gray Thomas,manager,True,2023-04-27,2026-02-17
USR-00374,ORG-0033,Dakota Wright,manager,True,2023-05-10,2026-02-15
USR-00375,ORG-0033,Mackenzie Patel,manager,True,2023-05-29,2026-01-09
USR-00376,ORG-0033,Ellis Jackson,manager,False,2023-05-03,2023-05-15
USR-00377,ORG-0033,Taylor Brown,manager,True,2023-05-11,2026-02-28
USR-00378,ORG-0033,Quinn King,member,True,2023-05-12,2025-12-25
USR-00379,ORG-0033,Morgan Brown,member,True,2023-05-03,2026-01-31
USR-00380,ORG-0033,Jules Lewis,member,True,2023-05-18,2025-07-08
USR-00381,ORG-0033,Haven Patel,member,True,2023-05-16,2026-02-18
USR-00382,ORG-0033,Alex Williams,member,True,2023-05-14,
USR-00383,ORG-0033,Taylor Patel,member,True,2023-04-02,2026-01-19
USR-00384,ORG-0033,Cameron Jackson,member,True,2023-04-03,2025-11-10
USR-00385,ORG-0033, Avery Lopez  ,member,True,2023-04-15,2026-01-27
USR-00386,ORG-0033,Kendall Martin,member,True,2023-04-24,2026-02-12
USR-00387,ORG-0033,Alex Ali,member,True,2023-05-12,2026-02-23
USR-00388,ORG-0033,Alex Martin,member,True,2023-05-15,2026-02-12
USR-00389,ORG-0033,Ellis Lewis,member,False,2023-05-06,2023-05-08
USR-00390,ORG-0033,Indigo Patel,member,True,2023-04-21,2025-11-10
USR-00391,ORG-0033,Morgan Tanaka,member,True,2023-05-19,2026-02-27
USR-00392,ORG-0033,Reese Patel,member,True,2023-04-17,
USR-00393,ORG-0033,Kendall Ali,member,True,2023-04-24,2026-01-20
USR-00394,ORG-0034,Logan Nguyen,owner,True,2023-06-08,2026-02-27
USR-00395,ORG-0034,Avery Kim,admin,True,2023-06-21,2026-02-17
USR-00396,ORG-0035,Indigo Jackson,owner,True,2024-02-05,2024-07-30
USR-00397,ORG-0035,Sage Kim,admin,True,2024-02-06,2024-07-11
USR-00398,ORG-0035, Skyler Wright  ,admin,True,2024-03-16,2024-05-30
USR-00399,ORG-0035, Gray King  ,manager,True,2024-03-04,2024-06-20
USR-00400,ORG-0035,Alex Jackson,member,True,2024-03-13,2024-03-23
USR-00401,ORG-0036,Jordan Smith,owner,True,2023-12-20,2026-02-24
USR-00402,ORG-0036,Reese Ali,admin,True,2023-12-18,2026-02-23
USR-00403,ORG-0037,Dakota Brown,owner,True,2025-01-27,2026-02-04
USR-00404,ORG-0037,Drew Wright,admin,True,2025-01-26,2026-01-29
USR-00405,ORG-0037,Finley Brown,admin,True,2025-01-06,2026-02-05
USR-00406,ORG-0037,Jules Martin,manager,True,2025-02-03,2025-10-21
USR-00407,ORG-0037,Riley Nguyen,member,True,2024-12-25,2026-01-04
USR-00408,ORG-0037,Cameron Brown,member,True,2024-12-18,
USR-00409,ORG-0037,Gray White,member,True,2025-02-03,2026-01-08
USR-00410,ORG-0037,Ellis Lopez,member,True,2025-01-15,2026-01-30
USR-00411,ORG-0038,Taylor Mueller,owner,True,2025-03-02,2026-01-23
USR-00412,ORG-0038,Quinn Lewis,admin,True,2025-04-02,2025-12-23
USR-00413,ORG-0038,Logan Jensen,admin,True,2025-03-18,2026-01-06
USR-00414,ORG-0038,Casey Lee, manager ,True,2025-04-06,2025-12-23
USR-00415,ORG-0038,Dakota Harris,member,True,2025-02-28,2026-01-29
USR-00416,ORG-0038,Emerson Anderson,member,True,2025-03-24,2026-02-07
USR-00417,ORG-0039,Casey White, owner ,True,2025-05-29,2025-08-20
USR-00418,ORG-0039,Finley Hall,admin,True,2025-05-13,2025-08-09
USR-00419,ORG-0039,Jamie Nguyen,admin,True,2025-04-23,2025-11-24
USR-00420,ORG-0039,Emerson Silva,manager,True,2025-06-12,2025-07-15
USR-00421,ORG-0039,Drew Martin,manager,True,2025-05-20,2025-10-02
USR-00422,ORG-0039,Finley Kim,member,True,2025-06-05,2025-10-29
USR-00423,ORG-0039,Jules Anderson,member,True,2025-05-22,2025-07-31
USR-00424,ORG-0039,Ellis Tanaka,member,True,2025-05-24,2025-08-17
USR-00425,ORG-0039, Riley Martin  ,member,True,2025-05-31,2025-06-30
USR-00426,ORG-0039,Cameron King,member,True,2025-06-14,2025-09-05
USR-00427,ORG-0039,Noel Brown,member,True,2025-05-09,2025-08-30
USR-00428,ORG-0039,Sage Patel,member,True,2025-06-08,2025-11-11
USR-00429,ORG-0039,Alex King,member,True,2025-05-25,2025-08-28
USR-00430,ORG-0039,Haven White,member,True,2025-05-30,2025-08-17
USR-00431,ORG-0040,Noel Mueller,owner,True,2025-06-14,2026-01-19
USR-00432,ORG-0040,Jules Jackson,admin,True,2025-06-10,2026-01-29
USR-00433,ORG-0040,Sage Walker,admin,True,2025-05-20,2026-02-03
USR-00434,ORG-0040,Finley Ali,manager,True,2025-05-25,2026-01-09
USR-00435,ORG-0040,Parker Lewis,manager,True,2025-07-04,2026-01-29
USR-00436,ORG-0040,Kendall Thomas,manager,True,2025-06-12,2026-02-23
USR-00437,ORG-0040,Finley Thomas,manager,True,2025-05-11,2026-02-03
USR-00438,ORG-0040, Indigo Hall  ,manager,True,2025-06-19,2026-02-26
USR-00439,ORG-0040,Ellis Thomas,member,True,2025-05-19,2026-01-19
USR-00440,ORG-0040,Riley White,member,True,2025-07-10,2025-09-08
USR-00441,ORG-0040,Indigo Kim,member,True,2025-06-27,2026-01-10
USR-00442,ORG-0040,Finley Chen,member,True,2025-05-25,2026-01-31
USR-00443,ORG-0040,Avery Patel,member,True,2025-05-27,2026-02-12
USR-00444,ORG-0040,Jordan Lee,member,True,2025-05-24,2026-01-24
USR-00445,ORG-0040,Gray Costa,member,True,2025-06-04,2026-01-17
USR-00446,ORG-0040,Kendall Wright,member,False,2025-05-13,2025-05-14
USR-00447,ORG-0040,Sage Jensen,member,True,2025-05-17,2026-02-23
USR-00448,ORG-0040,Mackenzie Martin,member,True,2025-07-03,
USR-00449,ORG-0040,Drew Mueller,member,True,2025-06-17,2025-12-19
USR-00450,ORG-0040, Riley Ali  , member ,True,2025-06-21,2025-12-31
USR-00451,ORG-0040,Parker Martin,member,True,2025-07-07,2025-12-07
USR-00452,ORG-0040,Mackenzie Mueller, member ,True,2025-06-04,2026-01-04
USR-00453,ORG-0040,Avery Thomas,member,True,2025-06-05,2026-02-20
USR-00454,ORG-0041,Logan Hall,owner,True,2025-06-08,2026-01-04
USR-00455,ORG-0041,Jules Harris, admin ,True,2025-05-09,2026-02-06
USR-00456,ORG-0041,Mackenzie Wright,admin,True,2025-05-17,2026-02-08
USR-00457,ORG-0041,Kendall Nguyen,manager,True,2025-05-23,2026-01-28
USR-00458,ORG-0041,Sage Mueller,manager,True,2025-05-22,2025-12-21
USR-00459,ORG-0041,Riley Costa,manager,True,2025-06-16,2025-11-23
USR-00460,ORG-0041,Morgan Lee,member,True,2025-05-23,2025-12-26
USR-00461,ORG-0041,Emerson Lewis,member,True,2025-05-16,2025-07-11
USR-00462,ORG-0041,Logan Anderson,member,True,2025-05-22,2026-02-14
USR-00463,ORG-0041,Sage Young,member,False,2025-06-04,
USR-00464,ORG-0041,Jordan Kim,member,True,2025-06-14,2026-02-28
USR-00465,ORG-0041,Casey Martin,member,False,2025-06-10,2025-06-22
USR-00466,ORG-0041,Parker Kim,member,True,2025-05-12,2026-01-19
USR-00467,ORG-0041,Kit Nguyen,member,True,2025-06-11,2025-12-05
USR-00468,ORG-0041,Reese White,member,False,2025-06-18,2025-06-28
USR-00469,ORG-0042, Taylor Brown  ,owner,True,2024-03-14,2025-12-26
USR-00470,ORG-0042,Reese Anderson,admin,True,2024-04-10,2025-11-29
USR-00471,ORG-0042,Logan Nguyen,admin,True,2024-02-29,2026-02-25
USR-00472,ORG-0042,Haven Park,manager,True,2024-03-24,2026-01-22
USR-00473,ORG-0043,Reese Lee,owner,True,2024-04-06,2026-02-24
USR-00474,ORG-0043,Cameron Nguyen,admin,True,2024-04-20,2026-02-21
USR-00475,ORG-0043,Skyler Jensen,admin,True,2024-05-03,2025-08-02
USR-00476,ORG-0043,Kendall Harris,manager,True,2024-04-11,2026-01-06
USR-00477,ORG-0043,Harper Ali,manager,True,2024-03-13,2026-01-23
USR-00478,ORG-0043, Quinn Thomas  ,manager,True,2024-04-29,2025-12-28
USR-00479,ORG-0043,Skyler Park,manager,True,2024-04-26,2025-12-26
USR-00480,ORG-0043,Morgan Nguyen,manager,True,2024-04-04,2026-02-17
USR-00481,ORG-0043,Reese Chen,manager,True,2024-04-30,2026-02-01
USR-00482,ORG-0043,Mackenzie Walker,member,True,2024-03-12,2026-02-10
USR-00483,ORG-0043,Skyler Kim,member,True,2024-05-01,2026-02-02
USR-00484,ORG-0043,Haven Smith,member,True,2024-05-01,2025-12-07
USR-00485,ORG-0043,Skyler Martin,member,True,2024-04-01,2025-07-16
USR-00486,ORG-0043,Finley King,member,True,2024-03-07,2026-02-22
USR-00487,ORG-0043,Jamie Silva,member,True,2024-05-04,2026-02-10
USR-00488,ORG-0043, Gray Walker  ,member,True,2024-03-29,2025-09-27
USR-00489,ORG-0043, Gray Lewis  ,member,True,2024-05-02,2026-02-18
USR-00490,ORG-0043,Blake White,member,True,2024-03-11,2026-02-14
USR-00491,ORG-0043,Cameron Anderson,member,True,2024-04-23,2025-11-26
USR-00492,ORG-0043,Indigo Patel, member ,True,2024-03-23,2026-01-31
USR-00493,ORG-0043,Noel Park,member,True,2024-03-21,2025-11-10
USR-00494,ORG-0043,Blake Lewis,member,False,2024-04-24,2024-05-01
USR-00495,ORG-0043,Mackenzie Garcia,member,False,2024-04-07,2024-04-17
USR-00496,ORG-0043,Sage Brown,member,True,2024-04-18,
USR-00497,ORG-0043,Jamie Costa,member,True,2024-03-11,2026-02-05
USR-00498,ORG-0044,Noel Park,owner,True,2025-06-12,2025-09-30
USR-00499,ORG-0044,Finley Harris,admin,True,2025-05-24,2026-01-04
USR-00500,ORG-0044,Skyler Ali, admin ,True,2025-06-24,2025-12-18
USR-00501,ORG-0044,Quinn Park,manager,True,2025-06-11,2025-09-02
USR-00502,ORG-0044,Logan Nguyen,manager,True,2025-05-30,2025-12-09
USR-00503,ORG-0044,Logan Mueller,member,True,2025-05-26,2025-09-14
USR-00504,ORG-0044,Ellis Clark, member ,True,2025-06-01,2025-12-10
USR-00505,ORG-0044,Indigo King,member,True,2025-06-18,2026-02-05
USR-00506,ORG-0044,Avery Williams,member,True,2025-06-26,2026-01-15
USR-00507,ORG-0044,Riley Garcia,member,True,2025-05-20,2025-05-21
USR-00508,ORG-0044,Gray Jensen,member,True,2025-06-27,
USR-00509,ORG-0044,Blake Lee,member,True,2025-06-21,2025-11-09
USR-00510,ORG-0044,Harper Martin,member,True,2025-05-07,2026-01-08
USR-00511,ORG-0045,Logan Lopez,owner,True,2024-09-03,2026-02-15
USR-00512,ORG-0045,Jamie Patel,admin,True,2024-07-31,2026-01-07
USR-00513,ORG-0045,Cameron Silva,admin,True,2024-08-19,2026-01-29
USR-00514,ORG-0046,Reese Chen,owner,True,2023-04-18,2026-02-24
USR-00515,ORG-0046,Harper Lopez,admin,True,2023-03-28,2026-02-16
USR-00516,ORG-0047, Blake Harris  ,owner,True,2024-09-26,2026-01-25
USR-00517,ORG-0047,Ellis Young,admin,True,2024-10-04,2025-11-29
USR-00518,ORG-0047,Sage Anderson,admin,True,2024-10-21,2026-02-22
USR-00519,ORG-0047,Alex Brown,manager,True,2024-11-16,2025-12-28
USR-00520,ORG-0047,Gray Thomas,member,True,2024-10-11,2025-12-01
USR-00521,ORG-0047,Gray Harris,member,True,2024-10-25,2026-02-15
USR-00522,ORG-0048,Reese Nguyen,owner,True,2023-11-15,2026-02-16
USR-00523,ORG-0048, Jordan Costa  ,admin,True,2023-10-18,2026-02-18
USR-00524,ORG-0048, Sage Smith  ,admin,True,2023-10-13,2026-02-05
USR-00525,ORG-0049,Cameron Walker,owner,True,2024-02-15,2025-11-13
USR-00526,ORG-0049,Finley Lee,admin,True,2024-02-15,2025-11-15
USR-00527,ORG-0049,Harper White,admin,True,2024-02-02,2025-09-13
USR-00528,ORG-0049,Mackenzie Smith,manager,True,2024-03-08,2026-02-14
USR-00529,ORG-0049,Kit Patel,member,True,2024-02-25,2026-01-26
USR-00530,ORG-0049,Haven Jackson,member,True,2024-03-19,2025-12-25
USR-00531,ORG-0050, Cameron Silva  ,owner,True,2025-01-23,2025-12-25
USR-00532,ORG-0050,Quinn Williams,admin,True,2025-02-13,2025-08-01
USR-00533,ORG-0050,Harper White,admin,True,2024-12-16,2025-08-30
USR-00534,ORG-0050,Cameron Nguyen,manager,True,2025-01-11,2025-12-18
USR-00535,ORG-0050,Noel Patel,manager,True,2025-01-17,2025-01-18
USR-00536,ORG-0050,Morgan Hall, manager ,True,2025-01-17,2025-09-15
USR-00537,ORG-0050,Jules Jackson,manager,True,2025-02-06,2025-09-07
USR-00538,ORG-0050, Cameron Clark  ,manager,True,2025-01-13,2025-12-15
USR-00539,ORG-0050,Parker Anderson,manager,True,2025-02-03,2025-10-16
USR-00540,ORG-0050,Emerson Walker,member,True,2025-01-14,2026-01-12
USR-00541,ORG-0050,Jules White,member,False,2025-02-09,2025-02-10
USR-00542,ORG-0050,Morgan Mueller,member,True,2024-12-20,2025-12-11
USR-00543,ORG-0050,Gray Silva,member,True,2025-01-28,2026-02-06
USR-00544,ORG-0050,Gray Jensen,member,True,2025-01-11,2025-11-19
USR-00545,ORG-0050,Mackenzie Jackson,member,True,2024-12-16,2025-11-21
USR-00546,ORG-0050,Cameron Silva,member,True,2025-01-03,2025-04-26
USR-00547,ORG-0050,Skyler Lewis,member,True,2025-02-06,2025-09-24
USR-00548,ORG-0050, Noel Lopez  ,member,True,2024-12-27,2025-10-17
USR-00549,ORG-0050,Finley Brown,member,True,2025-02-11,2025-10-08
USR-00550,ORG-0050, Riley Lewis  ,member,True,2025-01-28,2025-07-14
USR-00551,ORG-0050, Quinn Anderson  ,member,True,2025-02-01,2025-05-19
USR-00552,ORG-0050,Drew Silva,member,True,2025-02-09,2026-01-24
USR-00553,ORG-0050,Avery Brown,member,True,2025-02-07,2025-02-20
USR-00554,ORG-0050,Reese Costa,member,True,2024-12-25,2025-11-15
USR-00555,ORG-0050,Morgan Lopez,member,True,2024-12-21,2025-11-23
USR-00556,ORG-0051,Reese Smith,owner,True,2023-06-05,2026-02-23
USR-00557,ORG-0051,Indigo Jackson,admin,True,2023-04-20,2026-01-02
USR-00558,ORG-0051,Indigo Anderson,admin,True,2023-05-11,2025-09-22
USR-00559,ORG-0051,Reese Jensen,manager,True,2023-05-19,2026-01-13
USR-00560,ORG-0051,Jules Wright,member,True,2023-05-24,2025-11-30
USR-00561,ORG-0052, Ellis Lopez  ,owner,True,2025-05-14,2026-02-18
USR-00562,ORG-0052,Cameron Ali,admin,True,2025-04-26,2026-01-24
USR-00563,ORG-0053,Jordan Thomas, owner ,True,2023-04-21,2026-02-07
USR-00564,ORG-0053,Jamie Anderson,admin,True,2023-04-30,2026-02-22
USR-00565,ORG-0053,Noel Chen,admin,True,2023-04-02,2025-11-28
USR-00566,ORG-0053,Finley Ali,manager,True,2023-04-25,2026-02-23
USR-00567,ORG-0053, Riley Williams  ,manager,True,2023-03-08,2025-02-21
USR-00568,ORG-0053,Kendall Jensen,manager,False,2023-04-14,2023-04-19
USR-00569,ORG-0053,Skyler Brown,manager,True,2023-03-25,2026-01-11
USR-00570,ORG-0053, Emerson Costa  ,manager,True,2023-04-09,
USR-00571,ORG-0053,Riley Jackson,manager,True,2023-03-17,2026-01-13
USR-00572,ORG-0053,Logan Harris,member,True,2023-03-22,2025-10-21
USR-00573,ORG-0053,Logan Park,member,True,2023-03-14,2026-01-28
USR-00574,ORG-0053,Ellis Costa,member,True,2023-03-24,2026-01-27
USR-00575,ORG-0053,Cameron Williams,member,True,2023-03-12,2025-11-20
USR-00576,ORG-0053,Parker Lee,member,True,2023-03-15,2026-01-17
USR-00577,ORG-0053,Drew Mueller,member,True,2023-04-21,2025-11-26
USR-00578,ORG-0053,Jamie King,member,True,2023-03-25,2026-02-02
USR-00579,ORG-0053,Gray Lewis,member,True,2023-03-10,2025-08-07
USR-00580,ORG-0053,Alex Nguyen,member,True,2023-03-27,2025-09-02
USR-00581,ORG-0053,Jules King,member,True,2023-04-10,2025-12-26
USR-00582,ORG-0053,Drew Jensen, member ,True,2023-04-20,2025-10-01
USR-00583,ORG-0053,Cameron Jackson,member,True,2023-04-24,2025-12-21
USR-00584,ORG-0053,Harper Garcia,member,True,2023-04-14,2026-02-20
USR-00585,ORG-0053,Quinn Young, member ,True,2023-03-17,2026-02-25
USR-00586,ORG-0053,Sage Garcia,member,True,2023-03-29,2025-09-14
USR-00587,ORG-0053,Cameron Costa,member,True,2023-03-24,2026-01-24
USR-00588,ORG-0054,Jamie Garcia,owner,True,2023-07-21,2026-02-14
USR-00589,ORG-0054,Indigo Lee,admin,True,2023-08-06,2026-02-13
USR-00590,ORG-0054,Quinn White,admin,True,2023-08-04,2025-12-12
USR-00591,ORG-0054,Sage Martin, manager ,True,2023-08-02,2026-01-09
USR-00592,ORG-0055,Finley Jensen,owner,True,2025-05-29,2026-01-28
USR-00593,ORG-0055, Mackenzie Anderson  ,admin,True,2025-06-04,2026-02-13
USR-00594,ORG-0055,Drew Williams,admin,True,2025-06-11,2026-01-21
USR-00595,ORG-0055,Taylor Ali,manager,True,2025-05-25,2025-12-24
USR-00596,ORG-0055,Sage Kim,member,True,2025-06-10,
USR-00597,ORG-0055,Gray Lopez,member,True,2025-05-07,2025-12-15
USR-00598,ORG-0056,Indigo Lopez,owner,True,2024-05-31,2025-12-06
USR-00599,ORG-0056,Taylor Nguyen,admin,True,2024-06-17,2026-02-18
USR-00600,ORG-0056,Avery Jensen,admin,True,2024-06-16,2026-01-24
USR-00601,ORG-0056, Sage Tanaka  ,manager,True,2024-07-11,2026-01-24
USR-00602,ORG-0056,Sage Ali,member,True,2024-06-13,2025-06-11
USR-00603,ORG-0057,Mackenzie Williams,owner,True,2024-06-16,2026-01-22
USR-00604,ORG-0057,Riley Nguyen,admin,True,2024-07-14,2026-02-24
USR-00605,ORG-0057,Alex Kim,admin,True,2024-07-06,2026-02-28
USR-00606,ORG-0057,Avery Lee,manager,True,2024-06-06,2026-02-07
USR-00607,ORG-0057,Blake Lewis,member,True,2024-05-26,2025-10-08
USR-00608,ORG-0057,Harper Garcia,member,True,2024-05-27,2026-02-20
USR-00609,ORG-0057,Jules Anderson, member ,True,2024-06-25,2026-01-30
USR-00610,ORG-0057,Ellis Ali,member,True,2024-06-23,2025-09-04
USR-00611,ORG-0057,Taylor Garcia,member,True,2024-06-06,2025-09-19
USR-00612,ORG-0057,Taylor Martin,member,True,2024-07-19,2026-01-20
USR-00613,ORG-0058,Avery Silva,owner,True,2026-01-04,2026-01-07
USR-00614,ORG-0058,Dakota Williams,admin,True,2025-12-28,2026-02-19
USR-00615,ORG-0058,Casey Kim,admin,True,2025-12-21,
USR-00616,ORG-0058,Haven Nguyen,manager,False,2025-11-19,2025-11-26
USR-00617,ORG-0059,Indigo Lopez,owner,True,2024-11-18,2026-02-06
USR-00618,ORG-0059,Indigo Anderson,admin,True,2024-11-27,2026-02-26
USR-00619,ORG-0059,Indigo Jackson,admin,True,2024-12-27,2026-02-25
USR-00620,ORG-0059,Cameron Jackson, manager ,True,2024-11-26,2026-02-11
USR-00621,ORG-0060,Parker Harris,owner,True,2025-04-03,2025-12-03
USR-00622,ORG-0060,Sage Lewis,admin,True,2025-04-14,2025-12-26
USR-00623,ORG-0060,Jules White,admin,True,2025-04-01,2026-01-02
USR-00624,ORG-0060,Mackenzie Martin,manager,True,2025-04-14,2025-11-02
USR-00625,ORG-0060,Kit Costa,member,True,2025-04-04,2026-01-18
USR-00626,ORG-0060,Gray Patel,member,True,2025-04-02,2026-02-27
USR-00627,ORG-0061,Cameron Kim,owner,True,2025-09-29,2025-10-05
USR-00628,ORG-0061,Alex Smith,admin,True,2025-10-13,2025-10-25
USR-00629,ORG-0061,Haven Walker,admin,True,2025-11-03,2025-11-05
USR-00630,ORG-0061,Casey Costa,manager,True,2025-09-28,2025-10-19
USR-00631,ORG-0061,Alex Clark, member ,True,2025-11-08,2025-11-22
USR-00632,ORG-0062,Dakota Smith,owner,True,2023-03-28,2026-01-05
USR-00633,ORG-0062,Jamie Hall,admin,True,2023-02-25,2026-02-22
USR-00634,ORG-0062,Reese Silva,admin,True,2023-03-29,2025-11-11
USR-00635,ORG-0062,Alex Jackson,manager,True,2023-03-02,2026-01-04
USR-00636,ORG-0062,Jules Jackson,manager,True,2023-03-06,2026-01-15
USR-00637,ORG-0062,Riley Clark,manager,True,2023-03-26,2026-01-07
USR-00638,ORG-0062,Haven Ali,manager,True,2023-02-21,2026-01-31
USR-00639,ORG-0062,Jamie Martin,manager,True,2023-02-22,2025-12-19
USR-00640,ORG-0062,Gray Lopez,manager,True,2023-03-18,2026-02-27
USR-00641,ORG-0062, Skyler Mueller  , member ,True,2023-02-25,2025-11-09
USR-00642,ORG-0062,Noel Hall,member,True,2023-02-24,2026-02-22
USR-00643,ORG-0062,Indigo Patel, member ,True,2023-02-18,2026-02-15
USR-00644,ORG-0062,Morgan Martin, member ,True,2023-03-08,2026-02-01
USR-00645,ORG-0062, Cameron Clark  ,member,True,2023-03-18,2026-02-01
USR-00646,ORG-0062,Emerson Smith,member,False,2023-02-16,2023-02-17
USR-00647,ORG-0062,Noel Smith,member,True,2023-02-18,2025-11-09
USR-00648,ORG-0062,Dakota Mueller, member ,True,2023-02-15,2025-12-26
USR-00649,ORG-0062,Drew Smith, member ,True,2023-02-21,2026-01-31
USR-00650,ORG-0062,Alex Anderson,member,True,2023-02-20,2026-02-12
USR-00651,ORG-0062,Dakota Hall,member,True,2023-03-30,2026-02-15
USR-00652,ORG-0062,Finley Williams,member,True,2023-03-23,2026-02-28
USR-00653,ORG-0062,Emerson Patel, member ,True,2023-04-01,2025-10-12
USR-00654,ORG-0062,Casey Chen,member,True,2023-02-24,2026-02-22
USR-00655,ORG-0062, Taylor Jackson  ,member,True,2023-03-09,2026-02-25
USR-00656,ORG-0062, Jules Young  ,member,True,2023-02-23,2025-11-21
USR-00657,ORG-0063,Morgan Walker,owner,True,2025-07-28,2025-12-26
USR-00658,ORG-0063,Avery Ali, admin ,True,2025-08-01,2026-02-19
USR-00659,ORG-0063,Kendall Silva,admin,True,2025-07-30,2025-11-11
USR-00660,ORG-0063,Jordan Brown,manager,True,2025-07-12,2026-01-18
USR-00661,ORG-0063,Morgan Thomas,member,True,2025-07-25,2026-02-20
USR-00662,ORG-0063,Logan Ali,member,True,2025-07-26,2026-01-18
USR-00663,ORG-0064,Riley Martin,owner,True,2023-07-31,2026-02-03
USR-00664,ORG-0064,Jordan Lewis,admin,True,2023-08-13,2025-12-23
USR-00665,ORG-0064,Noel Thomas,admin,True,2023-06-22,2026-02-22
USR-00666,ORG-0064,Cameron Anderson,manager,True,2023-07-25,2026-02-22
USR-00667,ORG-0065,Jules Chen,owner,True,2024-03-18,2026-02-08
USR-00668,ORG-0065,Skyler Brown,admin,True,2024-01-30,2026-02-15
USR-00669,ORG-0065,Avery Martin,admin,True,2024-02-19,2025-12-25
USR-00670,ORG-0065,Emerson Smith,manager,True,2024-02-02,2026-02-14
USR-00671,ORG-0066,Harper Hall,owner,True,2024-05-22,2026-02-05
USR-00672,ORG-0066,Alex Chen, admin ,True,2024-06-13,2026-01-20
USR-00673,ORG-0067,Blake Harris, owner ,True,2024-12-02,2025-02-08
USR-00674,ORG-0067,Finley Walker,admin,True,2024-11-28,2025-06-21
USR-00675,ORG-0067,Avery Nguyen,admin,True,2024-12-24,2025-04-21
USR-00676,ORG-0067,Taylor Lee,manager,True,2025-01-01,2025-06-03
USR-00677,ORG-0067,Ellis Martin,member,True,2024-11-26,2025-06-29
USR-00678,ORG-0067,Sage Kim,member,True,2025-01-06,2025-05-08
USR-00679,ORG-0068,Casey Anderson,owner,True,2025-04-03,2026-02-23
USR-00680,ORG-0068, Emerson Jackson  ,admin,True,2025-05-09,2026-02-23
USR-00681,ORG-0069,Kendall Lewis,owner,True,2024-05-23,2026-02-24
USR-00682,ORG-0069,Alex Clark,admin,True,2024-06-04,2025-12-13
USR-00683,ORG-0069,Finley Lewis,admin,True,2024-05-19,2025-12-17
USR-00684,ORG-0069,Cameron Wright,manager,True,2024-05-13,2025-10-25
USR-00685,ORG-0069,Kendall Jackson,member,True,2024-05-29,2025-12-31
USR-00686,ORG-0069,Logan Brown,member,True,2024-06-16,2026-01-30
USR-00687,ORG-0070,Emerson Lewis,owner,True,2023-12-28,2025-10-11
USR-00688,ORG-0070,Cameron King,admin,True,2024-01-21,2026-02-10
USR-00689,ORG-0070, Reese Lopez  ,admin,True,2024-01-23,2026-02-24
USR-00690,ORG-0070,Noel Nguyen,manager,True,2023-12-03,2026-01-04
USR-00691,ORG-0070, Kendall Tanaka  ,manager,True,2024-01-20,2025-12-31
USR-00692,ORG-0070,Finley Williams,manager,True,2023-11-29,2025-12-16
USR-00693,ORG-0070,Mackenzie Ali,manager,True,2024-01-14,2026-02-25
USR-00694,ORG-0070,Alex Harris,manager,True,2024-01-22,2025-11-24
USR-00695,ORG-0070,Reese Silva,manager,True,2023-12-19,2025-08-24
USR-00696,ORG-0070,Skyler Jackson,member,True,2024-01-20,2025-10-15
USR-00697,ORG-0070,Mackenzie Lee,member,True,2023-12-30,2025-06-18
USR-00698,ORG-0070,Casey Harris,member,True,2023-12-17,2025-08-21
USR-00699,ORG-0070,Sage Jensen,member,True,2023-12-06,2026-01-27
USR-00700,ORG-0070, Skyler Patel  ,member,True,2023-12-01,2026-01-19
USR-00701,ORG-0070,Casey Nguyen,member,False,2024-01-23,2024-01-31
USR-00702,ORG-0070,Morgan Anderson,member,True,2023-12-11,2026-02-03
USR-00703,ORG-0070,Parker Martin, member ,True,2024-01-21,2026-02-11
USR-00704,ORG-0070,Logan Thomas,member,True,2024-01-07,2025-11-29
USR-00705,ORG-0070,Cameron Chen,member,True,2023-12-22,2026-02-09
USR-00706,ORG-0070,Blake Patel,member,True,2023-11-29,2025-12-17
USR-00707,ORG-0070,Quinn Martin,member,True,2023-12-30,2025-08-31
USR-00708,ORG-0070,Haven Patel,member,True,2023-12-28,2025-12-29
USR-00709,ORG-0070,Jordan Costa,member,True,2024-01-03,2026-02-27
USR-00710,ORG-0070,Jules Park,member,True,2024-01-20,2026-02-15
